Date of event,victims_isr_R,occurence_R,victims_pal_R,occurrence_pal_R,lnvic_R,lnvic_pal_R,lnvic_t_y_R,lnvic_pal_y_R,occurrence_t_y_R,occurrence_pal_t_y_R,occurrence_1_R,occurrence_2_7_R,occurrence_8_14_R,occurrence_pal_1_R,occurrence_pal_2_7_R,occurrence_pal_8_14_R
2009-01-05,80,1.0,0,0.0,4.394449154672439,0.0,5.424950017481403,0.6931471805599453,1,1,1,1,1,1,1,1
2009-01-06,116,1.0,1,1.0,4.762173934797756,0.6931471805599453,5.2832037287379885,0.6931471805599453,1,1,1,1,1,0,1,1
2009-01-07,48,1.0,0,0.0,3.8918202981106265,0.0,5.10594547390058,0.6931471805599453,1,1,1,1,1,1,1,1
2009-01-08,40,1.0,3,1.0,3.713572066704308,1.3862943611198906,4.48863636973214,1.3862943611198906,1,1,1,1,1,0,1,1
2009-01-09,39,1.0,0,0.0,3.6888794541139363,0.0,4.382026634673881,1.3862943611198906,1,1,1,1,1,1,1,1
2009-01-10,41,1.0,0,0.0,3.7376696182833684,0.0,4.394449154672439,0.0,1,0,1,1,1,0,1,1
2009-01-11,45,1.0,0,0.0,3.828641396489095,0.0,4.465908118654584,0.0,1,0,1,1,1,0,1,1
2009-01-12,47,1.0,0,0.0,3.871201010907891,0.0,4.532599493153256,0.0,1,0,1,1,1,0,1,1
2009-01-13,70,1.0,0,0.0,4.2626798770413155,0.0,4.770684624465665,0.0,1,0,1,1,1,0,1,1
2009-01-14,57,1.0,0,0.0,4.060443010546419,0.0,4.852030263919617,0.0,1,0,1,1,1,0,1,1
2009-01-15,94,1.0,0,0.0,4.553876891600541,0.0,5.0238805208462765,0.0,1,0,1,1,1,0,1,1
2009-01-16,45,1.0,0,0.0,3.828641396489095,0.0,4.941642422609304,0.0,1,0,1,1,1,0,0,1
2009-01-17,21,1.0,0,0.0,3.091042453358316,0.0,4.204692619390966,0.0,1,0,1,1,1,0,0,1
2009-01-18,12,1.0,0,0.0,2.5649493574615367,0.0,3.5263605246161616,0.0,1,0,1,1,1,0,0,1
2009-01-19,1,1.0,0,0.0,0.6931471805599453,0.0,2.6390573296152584,0.0,1,0,1,1,1,0,0,1
2009-01-20,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,1
2009-01-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-01-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-01-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-01-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-01-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-01-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-01-27,1,1.0,1,1.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,1,0,0,1,0,0,0
2009-01-28,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.6931471805599453,1,1,1,0,1,1,0,0
2009-01-29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2009-01-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2009-01-31,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2009-02-01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2009-02-02,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,1,0
2009-02-03,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,0,0,1,0
2009-02-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-02-05,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,0,1
2009-02-06,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2009-02-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-02-08,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,0,1
2009-02-09,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,1,0,0,1
2009-02-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-02-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-02-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-02-13,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,1,0,0,0
2009-02-14,1,1.0,0,0.0,0.6931471805599453,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,0
2009-02-15,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,0
2009-02-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-02-17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-02-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-02-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-02-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-02-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-02-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-02-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-02-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-02-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-02-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-02-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-02-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-03-01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-03-02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-03-03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-03-04,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,0,0,0,0,0
2009-03-05,3,1.0,0,0.0,1.3862943611198906,0.0,1.791759469228055,0.0,1,0,1,0,0,0,0,0
2009-03-06,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,0,0,0,0
2009-03-07,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,0,0,0,0
2009-03-08,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,0,0,0,0
2009-03-09,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-03-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-03-11,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,0,0,0,0
2009-03-12,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,0
2009-03-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-03-14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-03-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-03-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-03-17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-03-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-03-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-03-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-03-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-03-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-03-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-03-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-03-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-03-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-03-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-03-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-03-29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-03-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-03-31,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,0,0,0,0,0
2009-04-01,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,0,0,0,0,0
2009-04-02,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,0,0,0,0
2009-04-03,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,0,1,0,0
2009-04-04,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,1,0,0,1,0
2009-04-05,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,1,0,0,1,0
2009-04-06,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0
2009-04-07,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,0,0,1,0
2009-04-08,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,1,0
2009-04-09,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2009-04-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-04-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-04-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-04-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-04-14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,1
2009-04-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1
2009-04-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1
2009-04-17,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,0,1,0,0,0
2009-04-18,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,0,1,0,0,0
2009-04-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-04-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-04-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-04-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-04-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-04-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-04-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-04-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-04-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-04-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-04-29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-04-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-05-01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-05-02,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,0,0,0,0,0
2009-05-03,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,0,0,0,0,0
2009-05-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-05-05,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-05-06,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,0,0,0,0
2009-05-07,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,0,0,0,0
2009-05-08,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-05-09,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-05-10,0,0.0,1,1.0,0.0,0.6931471805599453,0.0,0.6931471805599453,0,1,0,1,1,0,0,0
2009-05-11,0,0.0,0,0.0,0.0,0.0,0.0,0.6931471805599453,0,1,0,1,1,1,0,0
2009-05-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2009-05-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,1,0
2009-05-14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0
2009-05-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0
2009-05-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0
2009-05-17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,1,0
2009-05-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1
2009-05-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1
2009-05-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,1
2009-05-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1
2009-05-22,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,0,0,0,0,1
2009-05-23,0,0.0,0,0.0,0.0,0.0,1.0986122886681098,0.0,1,0,1,0,0,0,0,1
2009-05-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,1
2009-05-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-05-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-05-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-05-28,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,0,0,0,0
2009-05-29,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,0,0,0,0
2009-05-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-05-31,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-05,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,0,1,0,0,0
2009-06-06,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,0,1,0,0,0
2009-06-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-08,3,1.0,0,0.0,1.3862943611198906,0.0,1.3862943611198906,0.0,1,0,0,1,1,0,0,0
2009-06-09,0,0.0,0,0.0,0.0,0.0,1.3862943611198906,0.0,1,0,1,1,1,0,0,0
2009-06-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-06-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-06-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-06-17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-06-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-06-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-06-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-06-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-06-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-06-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-06-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-06-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-06-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-06-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-06-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-06-29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-06-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-07-01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-07-02,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,0,0,0,0,0
2009-07-03,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,0,0,0,0,0
2009-07-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-05,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-06,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-08,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-09,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-07-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-07-19,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,0,0,0,0,0
2009-07-20,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,0,0,0,0,0
2009-07-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-24,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-25,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-26,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-07-27,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-07-31,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-08-01,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-08-02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-08-03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-04,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-05,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-06,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-08,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-09,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-20,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-21,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-22,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-23,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-08-24,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,0,0,0,0,0
2009-08-25,3,1.0,0,0.0,1.3862943611198906,0.0,1.6094379124341003,0.0,1,0,1,0,0,0,0,0
2009-08-26,1,1.0,0,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,1,0,1,1,0,0,0,0
2009-08-27,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,0,0,0,0
2009-08-28,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-08-29,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-08-30,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0
2009-08-31,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,0,0,0,0
2009-09-01,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,0
2009-09-02,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-09-03,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-09-04,1,1.0,0,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,1,0,0,1,1,0,0,0
2009-09-05,0,0.0,0,0.0,0.0,0.0,0.6931471805599453,0.0,1,0,1,1,1,0,0,0
2009-09-06,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-09-07,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-09-08,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-09-09,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-09-10,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-09-11,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0
2009-09-12,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-09-13,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-09-14,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-09-15,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-09-16,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-09-17,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-09-18,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0
2009-09-19,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
2009-09-20,2,1.0,0,0.0,1.0986122886681098,0.0,1.0986122886681098,0.0,1,0,0,0,0,0,0,0
