Date of event_R,month_R,year_R,dow_R,monthyear_R,victims_isr_R,victims_pal_R,occurence_R,occurrence_pal_R,occurrence_t_y_R,occurrence_pal_t_y,lnvic_R,lnvic_pal_R,lnvic_t_y_R,lnvic_pal_y_R,gaza_war_R,occurrence_pal_1_R,occurrence_pal_2_7_R,occurrence_pal_8_14_R,occurrence_1_R,occurrence_2_7_R,occurrence_8_14_R
2013-04-18,4.0,2013.0,Thursday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-19,4.0,2013.0,Friday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-20,4.0,2013.0,Saturday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-21,4.0,2013.0,Sunday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-22,4.0,2013.0,Monday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-23,4.0,2013.0,Tuesday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-24,4.0,2013.0,Wednesday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-25,4.0,2013.0,Thursday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-26,4.0,2013.0,Friday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-27,4.0,2013.0,Saturday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-28,4.0,2013.0,Sunday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-29,4.0,2013.0,Monday,639,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-04-30,4.0,2013.0,Tuesday,639,1.0,1.0,1.0,1.0,1,1,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.6931471805599453,0,0,0,0,0,0,0
2013-05-01,5.0,2013.0,Wednesday,640,0.0,0.0,0.0,0.0,1,1,0.0,0.0,0.6931471805599453,0.6931471805599453,0,1,0,0,1,0,0
2013-05-02,5.0,2013.0,Thursday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
2013-05-03,5.0,2013.0,Friday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
2013-05-04,5.0,2013.0,Saturday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
2013-05-05,5.0,2013.0,Sunday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
2013-05-06,5.0,2013.0,Monday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
2013-05-07,5.0,2013.0,Tuesday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
2013-05-08,5.0,2013.0,Wednesday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
2013-05-09,5.0,2013.0,Thursday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
2013-05-10,5.0,2013.0,Friday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
2013-05-11,5.0,2013.0,Saturday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
2013-05-12,5.0,2013.0,Sunday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
2013-05-13,5.0,2013.0,Monday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
2013-05-14,5.0,2013.0,Tuesday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1
2013-05-15,5.0,2013.0,Wednesday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-16,5.0,2013.0,Thursday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-17,5.0,2013.0,Friday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-18,5.0,2013.0,Saturday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-19,5.0,2013.0,Sunday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-20,5.0,2013.0,Monday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-21,5.0,2013.0,Tuesday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-22,5.0,2013.0,Wednesday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-23,5.0,2013.0,Thursday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-24,5.0,2013.0,Friday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-25,5.0,2013.0,Saturday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-26,5.0,2013.0,Sunday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-27,5.0,2013.0,Monday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-28,5.0,2013.0,Tuesday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-29,5.0,2013.0,Wednesday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-30,5.0,2013.0,Thursday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-05-31,5.0,2013.0,Friday,640,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-01,6.0,2013.0,Saturday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-02,6.0,2013.0,Sunday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-03,6.0,2013.0,Monday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-04,6.0,2013.0,Tuesday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-05,6.0,2013.0,Wednesday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-06,6.0,2013.0,Thursday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-07,6.0,2013.0,Friday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-08,6.0,2013.0,Saturday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-09,6.0,2013.0,Sunday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-10,6.0,2013.0,Monday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-11,6.0,2013.0,Tuesday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-12,6.0,2013.0,Wednesday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-13,6.0,2013.0,Thursday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-14,6.0,2013.0,Friday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-15,6.0,2013.0,Saturday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-16,6.0,2013.0,Sunday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-17,6.0,2013.0,Monday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-18,6.0,2013.0,Tuesday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-19,6.0,2013.0,Wednesday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-20,6.0,2013.0,Thursday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-21,6.0,2013.0,Friday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-22,6.0,2013.0,Saturday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-23,6.0,2013.0,Sunday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-24,6.0,2013.0,Monday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-25,6.0,2013.0,Tuesday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-26,6.0,2013.0,Wednesday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-27,6.0,2013.0,Thursday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-28,6.0,2013.0,Friday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-29,6.0,2013.0,Saturday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-06-30,6.0,2013.0,Sunday,641,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-01,7.0,2013.0,Monday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-02,7.0,2013.0,Tuesday,642,1.0,0.0,1.0,0.0,1,0,0.6931471805599453,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0
2013-07-03,7.0,2013.0,Wednesday,642,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,1,0,0
2013-07-04,7.0,2013.0,Thursday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-07-05,7.0,2013.0,Friday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-07-06,7.0,2013.0,Saturday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-07-07,7.0,2013.0,Sunday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-07-08,7.0,2013.0,Monday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-07-09,7.0,2013.0,Tuesday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-07-10,7.0,2013.0,Wednesday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-07-11,7.0,2013.0,Thursday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-07-12,7.0,2013.0,Friday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-07-13,7.0,2013.0,Saturday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-07-14,7.0,2013.0,Sunday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-07-15,7.0,2013.0,Monday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-07-16,7.0,2013.0,Tuesday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-07-17,7.0,2013.0,Wednesday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-18,7.0,2013.0,Thursday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-19,7.0,2013.0,Friday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-20,7.0,2013.0,Saturday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-21,7.0,2013.0,Sunday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-22,7.0,2013.0,Monday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-23,7.0,2013.0,Tuesday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-24,7.0,2013.0,Wednesday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-25,7.0,2013.0,Thursday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-26,7.0,2013.0,Friday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-27,7.0,2013.0,Saturday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-28,7.0,2013.0,Sunday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-29,7.0,2013.0,Monday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-30,7.0,2013.0,Tuesday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-07-31,7.0,2013.0,Wednesday,642,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-01,8.0,2013.0,Thursday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-02,8.0,2013.0,Friday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-03,8.0,2013.0,Saturday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-04,8.0,2013.0,Sunday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-05,8.0,2013.0,Monday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-06,8.0,2013.0,Tuesday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-07,8.0,2013.0,Wednesday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-08,8.0,2013.0,Thursday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-09,8.0,2013.0,Friday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-08-10,8.0,2013.0,Saturday,643,1.0,0.0,1.0,0.0,1,0,0.6931471805599453,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0
2013-08-11,8.0,2013.0,Sunday,643,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,1,0,0
2013-08-12,8.0,2013.0,Monday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-08-13,8.0,2013.0,Tuesday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-08-14,8.0,2013.0,Wednesday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-08-15,8.0,2013.0,Thursday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-08-16,8.0,2013.0,Friday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-08-17,8.0,2013.0,Saturday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-08-18,8.0,2013.0,Sunday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-08-19,8.0,2013.0,Monday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-08-20,8.0,2013.0,Tuesday,643,2.0,0.0,1.0,0.0,1,0,1.0986122886681098,0.0,1.0986122886681098,0.0,0,0,0,0,0,0,1
2013-08-21,8.0,2013.0,Wednesday,643,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.0986122886681098,0.0,0,0,0,0,1,0,1
2013-08-22,8.0,2013.0,Thursday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-08-23,8.0,2013.0,Friday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-08-24,8.0,2013.0,Saturday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-08-25,8.0,2013.0,Sunday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-08-26,8.0,2013.0,Monday,643,3.0,0.0,1.0,0.0,1,0,1.3862943611198906,0.0,1.3862943611198906,0.0,0,0,0,0,0,1,0
2013-08-27,8.0,2013.0,Tuesday,643,0.0,0.0,0.0,0.0,1,0,0.0,0.0,1.3862943611198906,0.0,0,0,0,0,1,1,0
2013-08-28,8.0,2013.0,Wednesday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-08-29,8.0,2013.0,Thursday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-08-30,8.0,2013.0,Friday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-08-31,8.0,2013.0,Saturday,643,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-09-01,9.0,2013.0,Sunday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-09-02,9.0,2013.0,Monday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,1
2013-09-03,9.0,2013.0,Tuesday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-09-04,9.0,2013.0,Wednesday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-09-05,9.0,2013.0,Thursday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-09-06,9.0,2013.0,Friday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-09-07,9.0,2013.0,Saturday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-09-08,9.0,2013.0,Sunday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-09-09,9.0,2013.0,Monday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-09-10,9.0,2013.0,Tuesday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-09-11,9.0,2013.0,Wednesday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-09-12,9.0,2013.0,Thursday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-09-13,9.0,2013.0,Friday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-09-14,9.0,2013.0,Saturday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-09-15,9.0,2013.0,Sunday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-09-16,9.0,2013.0,Monday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
2013-09-17,9.0,2013.0,Tuesday,644,1.0,0.0,1.0,0.0,1,0,0.6931471805599453,0.0,0.6931471805599453,0.0,0,0,0,0,0,0,0
2013-09-18,9.0,2013.0,Wednesday,644,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.6931471805599453,0.0,0,0,0,0,1,0,0
2013-09-19,9.0,2013.0,Thursday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-09-20,9.0,2013.0,Friday,644,0.0,1.0,0.0,1.0,0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0,0,0,0,0,1,0
2013-09-21,9.0,2013.0,Saturday,644,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.6931471805599453,0,1,0,0,0,1,0
2013-09-22,9.0,2013.0,Sunday,644,0.0,1.0,0.0,1.0,0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0,0,1,0,0,1,0
2013-09-23,9.0,2013.0,Monday,644,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.6931471805599453,0,1,1,0,0,1,0
2013-09-24,9.0,2013.0,Tuesday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0
2013-09-25,9.0,2013.0,Wednesday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
2013-09-26,9.0,2013.0,Thursday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
2013-09-27,9.0,2013.0,Friday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
2013-09-28,9.0,2013.0,Saturday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1
2013-09-29,9.0,2013.0,Sunday,644,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1
2013-09-30,9.0,2013.0,Monday,644,1.0,0.0,1.0,0.0,1,0,0.6931471805599453,0.0,0.6931471805599453,0.0,0,0,0,1,0,0,1
2013-10-01,10.0,2013.0,Tuesday,645,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.6931471805599453,0.0,0,0,0,1,1,0,1
2013-10-02,10.0,2013.0,Wednesday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
2013-10-03,10.0,2013.0,Thursday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
2013-10-04,10.0,2013.0,Friday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
2013-10-05,10.0,2013.0,Saturday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
2013-10-06,10.0,2013.0,Sunday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
2013-10-07,10.0,2013.0,Monday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0
2013-10-08,10.0,2013.0,Tuesday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-10-09,10.0,2013.0,Wednesday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1
2013-10-10,10.0,2013.0,Thursday,645,0.0,1.0,0.0,1.0,0,1,0.0,0.6931471805599453,0.0,0.6931471805599453,0,0,0,0,0,0,1
2013-10-11,10.0,2013.0,Friday,645,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.6931471805599453,0,1,0,0,0,0,1
2013-10-12,10.0,2013.0,Saturday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
2013-10-13,10.0,2013.0,Sunday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
2013-10-14,10.0,2013.0,Monday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1
2013-10-15,10.0,2013.0,Tuesday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
2013-10-16,10.0,2013.0,Wednesday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0
2013-10-17,10.0,2013.0,Thursday,645,1.0,0.0,1.0,0.0,1,0,0.6931471805599453,0.0,0.6931471805599453,0.0,0,0,1,0,0,0,0
2013-10-18,10.0,2013.0,Friday,645,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.6931471805599453,0.0,0,0,0,1,1,0,0
2013-10-19,10.0,2013.0,Saturday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
2013-10-20,10.0,2013.0,Sunday,645,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0
